run_id,polymer_id,reference_polymer_id,fog_native_soft,fog_native_soft_sem,log_fog_native_soft,native_activity_soft_penalty,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_objective_native_soft
260209-2,GOx,GOX,1.0,,0.0,1.0,1.0,0.7,1,1.0,14.797142857142854,14.797142857142854,14.797142857142854,1.0,22.44963412199322,True,1
260209-2,PMPC,GOX,0.6643466644842128,,-0.40895118067810926,1.0,1.0357855441848491,0.7,1,0.6643466644842128,15.326666666666664,14.797142857142854,14.797142857142854,1.0357855441848491,14.914339547837164,True,2
260209-2,PMBTA-11,GOX,0.5342068960012376,,-0.6269720693644427,1.0,1.8075561562721247,0.7,1,0.5342068960012376,26.746666666666663,14.797142857142854,14.797142857142854,1.8075561562721247,11.992749360673468,True,3
260209-2,PMBTA-3,GOX,0.5282890772866455,,-0.6381116502354344,1.0,1.5514578103881056,0.7,1,0.5282890772866455,22.95714285714285,14.797142857142854,14.797142857142854,1.5514578103881056,11.859896495730592,True,4
260209-2,PMTAC,GOX,0.5122859627770527,,-0.6688722888085274,1.0,1.0305963184655982,0.7,1,0.5122859627770527,15.249880952380948,14.797142857142854,14.797142857142854,1.0305963184655982,11.500632430177872,True,5
260209-2,GOx with DMSO,GOX,0.5082775208503405,,-0.6767276796851628,1.0,1.691768037587694,0.7,1,0.5082775208503405,25.033333333333328,14.797142857142854,14.797142857142854,1.691768037587694,11.410644375523924,True,6
260209-2,PMBTA-10,GOX,0.4868935989785397,,-0.719709662360613,0.6420556305614207,0.8012837391095745,0.7,1,0.758335533250903,11.856709956709958,14.797142857142854,14.797142857142854,0.8012837391095745,17.024355263189396,True,7
260209-2,PMBTA-1,GOX,0.47532685043588263,,-0.7437526054032005,1.0,1.825802922057025,0.7,1,0.47532685043588263,27.01666666666666,14.797142857142854,14.797142857142854,1.825802922057025,10.670913880644958,True,8
260209-2,PMBTA-9,GOX,0.47071879832232927,,-0.7534943944225752,1.0,1.775793267683594,0.7,1,0.47071879832232927,26.27666666666666,14.797142857142854,14.797142857142854,1.775793267683594,10.567464796680609,True,9
260209-2,PMBTA-4,GOX,0.4638381210383861,,-0.7682196647000896,1.0,1.9003668661903848,0.7,1,0.4638381210383861,28.12,14.797142857142854,14.797142857142854,1.9003668661903848,10.412996109144574,True,10
260209-2,PMBTA-6,GOX,0.4473239094650628,,-0.8044723171101335,1.0,1.7191220956426594,0.7,1,0.4473239094650628,25.43809523809523,14.797142857142854,14.797142857142854,1.7191220956426594,10.04225810151028,True,11
260209-2,PMBTA-5,GOX,0.4398335031494099,,-0.821359025615067,1.0,1.8825706378322713,0.7,1,0.4398335031494099,27.85666666666666,14.797142857142854,14.797142857142854,1.8825706378322713,9.874101220298805,True,12
260209-2,PMBTA-8,GOX,0.40267337079793686,,-0.9096295399614605,1.0,1.7643045633005088,0.7,1,0.40267337079793686,26.106666666666666,14.797142857142854,14.797142857142854,1.7643045633005088,9.039869845083391,True,13
260209-2,PMBTA-7,GOX,0.39487741546287985,,-0.9291799028469289,1.0,1.8839222501126338,0.7,1,0.39487741546287985,27.87666666666665,14.797142857142854,14.797142857142854,1.8839222501126338,8.864853500179962,True,14
260209-2,PMBTA-2,GOX,0.35841866423730073,,-1.0260535226823297,1.0,2.132393640986033,0.7,1,0.35841866423730073,31.553333333333324,14.797142857142854,14.797142857142854,2.132393640986033,8.046367874620937,True,15
