run_id,polymer_id,reference_polymer_id,fog_native_constrained,fog_native_constrained_sem,fog,native_activity_rel_at_0,native_activity_min_rel_threshold,native_activity_feasible,fog_constraint_reason,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,t50_min,use_for_bo,rank_fog_native_constrained
260216-1,PMTAC,GOX,2.2004571472598777,,2.2004571472598777,0.7016027655562542,0.7,1,,14.883333333333336,21.213333333333328,21.213333333333328,0.7016027655562542,19.26352858803908,True,1
260216-1,PMBTA-10,GOX,1.6557743267852916,,1.6557743267852916,0.7750890425309033,0.7,1,,16.442222222222224,21.213333333333328,21.213333333333328,0.7750890425309033,14.495195291164034,True,2
260216-1,PMBTA-5,GOX,1.4430110029686187,,1.4430110029686187,0.9924575738529227,0.7,1,,21.053333333333327,21.213333333333328,21.213333333333328,0.9924575738529227,12.632594887455902,True,3
260216-1,PMBTA-4,GOX,1.4173185431243478,,1.4173185431243478,1.2773412947831553,0.7,1,,27.09666666666666,21.213333333333328,21.213333333333328,1.2773412947831553,12.407674608811318,True,4
260216-1,PMBTA-6,GOX,1.381095368453589,,1.381095368453589,1.2719987429289756,0.7,1,,26.98333333333333,21.213333333333328,21.213333333333328,1.2719987429289756,12.090564974711596,True,5
260216-1,PMPC,GOX,1.3736517411797393,,1.3736517411797393,1.049968573224387,0.7,1,,22.273333333333326,21.213333333333328,21.213333333333328,1.049968573224387,12.025401003230913,True,6
260216-1,GOx with EtOH,GOX,1.3097188212638433,,1.3097188212638433,0.8904776869893152,0.7,1,,18.89,21.213333333333328,21.213333333333328,0.8904776869893152,11.465711107860628,False,7
260216-1,PMBTA-1,GOX,1.2919938946931626,,1.2919938946931626,1.2602137020741673,0.7,1,,26.733333333333327,21.213333333333328,21.213333333333328,1.2602137020741673,11.310541246843163,True,8
260216-1,PMBTA-3,GOX,1.2418527536751522,,1.2418527536751522,1.2027027027027026,0.7,1,,25.513333333333325,21.213333333333328,21.213333333333328,1.2027027027027026,10.871589138805012,True,9
260216-1,PMBTA-11,GOX,1.1486075182538045,,1.1486075182538045,1.4435889377749844,0.7,1,,30.623333333333328,21.213333333333328,21.213333333333328,1.4435889377749844,10.055289552842009,True,10
260216-1,PMBTA-2,GOX,1.0797197951912794,,1.0797197951912794,1.3114393463230676,0.7,1,,27.82,21.213333333333328,21.213333333333328,1.3114393463230676,9.452223674357466,True,11
260216-1,GOx with DMSO,GOX,1.027217311910387,,1.027217311910387,1.0377121307353865,0.7,1,,22.01333333333333,21.213333333333328,21.213333333333328,1.0377121307353865,8.99259959629535,False,12
260216-1,PMBTA-7,GOX,1.0132812926267185,,1.0132812926267185,1.3054682589566309,0.7,1,,27.693333333333324,21.213333333333328,21.213333333333328,1.3054682589566309,8.870599080989379,True,13
260216-1,GOx,GOX,1.0,,1.0,1.0,0.7,1,,21.213333333333328,21.213333333333328,21.213333333333328,1.0,8.754330259067764,True,14
260216-1,PMBTA-8,GOX,0.9735814015036475,,0.9735814015036475,1.3199245757385296,0.7,1,,28.0,21.213333333333328,21.213333333333328,1.3199245757385296,8.523053122848983,True,15
260216-1,PMBTA-9,GOX,0.9691170961212507,,0.9691170961212507,1.405876807039598,0.7,1,,29.82333333333333,21.213333333333328,21.213333333333328,1.405876807039598,8.483971119154148,True,16
