polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMBTA-5,1.0407366493651924,1.315880869869313,0.06676928231264873,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.315880869869313,3,3,0.0
PMBTA-3,1.2094789885447088,1.2338828870763254,0.031442169932747864,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.3027553252610706,4,4,0.0
PMBTA-11,1.3985366887096529,1.152927992733866,0.0035649376491134737,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.2739854319709218,5,5,0.0
PMTAC,0.7634524351607416,1.817679920258529,0.19134982087076557,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.2125241204342014,6,11,-5.0
PMBTA-1,1.3771434728196459,1.0883681941300711,0.016161315803231362,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.2026468545137285,7,6,1.0
PMBTA-10,0.7957497259133082,1.6858399965810233,0.10932726602441961,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1966884511757074,8,9,-1.0
PMPC,1.1727790347845548,1.100544789647077,0.04584343276422543,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1478381291005906,9,7,2.0
PMBTA-2,1.3631796377283112,1.0233658570471786,0.033165256375759476,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1308192720371324,10,8,2.0
PMBTA-7,1.3084000423709576,0.9759289691479889,0.025412764889175387,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.0641919995905988,11,10,1.0
PMBTA-9,1.369527715146104,0.9507624663085761,0.011250254082636283,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.0505925252709765,12,12,0.0
PMBTA-8,1.301151582101297,0.9444773640737931,0.021063941845873218,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.0274998085598916,13,13,0.0
PMBTA-4,1.3520572613228816,1.3208214255711717,0.05336630027515095,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.4595076752561447,1,1,0.0
PMBTA-6,1.3536461722379434,1.3194453127045467,0.03719505437940398,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.457987070538524,2,2,0.0
PMBTA-5,1.0407366493651924,1.315880869869313,0.06676928231264873,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.315880869869313,3,3,0.0
PMBTA-3,1.2094789885447088,1.2338828870763254,0.031442169932747864,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.3027553252610706,4,4,0.0
PMBTA-11,1.3985366887096529,1.152927992733866,0.0035649376491134737,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.2739854319709218,5,5,0.0
PMBTA-1,1.3771434728196459,1.0883681941300711,0.016161315803231362,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.2026468545137285,6,6,0.0
PMPC,1.1727790347845548,1.100544789647077,0.04584343276422543,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.1478381291005906,7,7,0.0
PMBTA-2,1.3631796377283112,1.0233658570471786,0.033165256375759476,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.1308192720371324,8,8,0.0
PMBTA-7,1.3084000423709576,0.9759289691479889,0.025412764889175387,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.0641919995905988,9,10,-1.0
PMBTA-9,1.369527715146104,0.9507624663085761,0.011250254082636283,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.0505925252709765,10,12,-2.0
PMBTA-8,1.301151582101297,0.9444773640737931,0.021063941845873218,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.0274998085598916,11,13,-2.0
PMBTA-10,0.7957497259133082,1.6858399965810233,0.10932726602441961,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9522645070266905,12,9,3.0
PMTAC,0.7634524351607416,1.817679920258529,0.19134982087076557,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9257044924366273,13,11,2.0
