polymer_id,abs0_vs_solvent_control,fog_vs_solvent_control,fog_vs_solvent_control_sem,profile_id,profile_label,penalty_exponent,bonus_coef,bonus_deadband,bonus_max_delta,score,rank,rank_default,rank_delta_vs_default
PMPC,1.2040919424096999,1.0684632303604273,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.1260877814562806,8,8,0.0
PMTAC,0.7581814855165875,1.7046716132319224,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.125383365772217,9,12,-3.0
PMBTA-2,1.4096377275638092,0.9651490649115186,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.066489716727228,10,9,1.0
PMBTA-9,1.3394474430518706,0.930491831833119,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.0247568003597805,11,10,1.0
PMBTA-7,1.3258164852255052,0.9281216442843913,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,1.0177185817102743,12,11,1.0
PMBTA-8,1.2835056262007136,0.9042476668333589,,gentle_penalty,"Gentler penalty (exp=1.5, bonus=0.35)",1.5,0.35,0.05,0.3,0.9781490880229191,13,13,0.0
PMBTA-6,1.4041944927271066,1.2530481216724274,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.3846181744480324,1,1,0.0
PMBTA-4,1.405475253865154,1.232551924116346,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.3619698761485624,2,2,0.0
PMBTA-11,1.3333638276461441,1.1598571758034812,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.2748887249039635,3,3,0.0
PMBTA-3,1.2154423200073183,1.1774959792481134,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.2456786625602474,4,4,0.0
PMBTA-1,1.3984844657741853,1.1040843572139185,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.22001321472138,5,5,0.0
PMBTA-5,1.063351934864148,1.2142950984559084,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.2199697146270614,6,6,0.0
PMPC,1.2040919424096999,1.0684632303604273,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.1260877814562806,7,8,-1.0
PMBTA-10,0.8873054947979475,1.5182693148548712,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.1259827629615535,8,7,1.0
PMBTA-2,1.4096377275638092,0.9651490649115186,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.066489716727228,9,9,0.0
PMBTA-9,1.3394474430518706,0.930491831833119,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.0247568003597805,10,10,0.0
PMBTA-7,1.3258164852255052,0.9281216442843913,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,1.0177185817102743,11,11,0.0
PMBTA-8,1.2835056262007136,0.9042476668333589,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.9781490880229191,12,13,-1.0
PMTAC,0.7581814855165875,1.7046716132319224,,strong_penalty,"Stronger penalty (exp=2.5, bonus=0.35)",2.5,0.35,0.05,0.3,0.8532448320368367,13,12,1.0
