run_id,polymer_id,reference_polymer_id,fog,fog_sem,fog_activity_adjusted,fog_activity_adjusted_sem,log_fog,fog_missing_reason,gox_t50_same_run_min,t50_min,abs_activity_at_0,gox_abs_activity_at_0_ref,gox_abs_activity_at_0,abs0_vs_gox,activity_weight,t50_censored,use_for_bo,rank_fog
260216-3,PMBTA-10,GOX,1.8926232232929203,,1.3731304505441007,,0.6379638155931259,,8.95166270843128,16.942124729062243,15.164688644688642,20.90190476190476,20.90190476190476,0.7255170673405511,0.7255170673405511,0,True,1
260216-3,PMTAC,GOX,1.6449104505011864,,1.352032760613696,,0.49768594535027,,8.95166270843128,14.724683538460368,17.180303030303026,20.90190476190476,20.90190476190476,0.821949158509964,0.821949158509964,0,True,2
260216-3,PMBTA-6,GOX,1.3294349885666028,,1.3294349885666028,,0.2847540313452013,,8.95166270843128,11.900653610435423,28.97333333333333,20.90190476190476,20.90190476190476,1.3861575613979131,1.0,0,True,3
260216-3,PMPC,GOX,1.3201379995260296,,1.3201379995260296,,0.2777362762292988,,8.95166270843128,11.81743010034023,22.409523809523805,20.90190476190476,20.90190476190476,1.0721283091083063,1.0,0,True,4
260216-3,PMBTA-4,GOX,1.319886081850699,,1.319886081850699,,0.2775454312458214,,8.95166270843128,11.81517501828038,28.733333333333324,20.90190476190476,20.90190476190476,1.3746753542625412,1.0,0,True,5
260216-3,PMBTA-1,GOX,1.3140697803544232,,1.3140697803544232,,0.2731290239449422,,8.95166270843128,11.763109449075174,26.026666666666664,20.90190476190476,20.90190476190476,1.2451815737914065,1.0,0,True,6
260216-3,PMBTA-5,GOX,1.2989475891061064,,1.2989475891061064,,0.2615543897660329,,8.95166270843128,11.627740693607851,22.306666666666665,20.90190476190476,20.90190476190476,1.0672073631931471,1.0,0,True,7
260216-3,PMBTA-3,GOX,1.2858171287209956,,1.2858171287209956,,0.251394414087175,,8.95166270843128,11.51020124103392,25.3,20.90190476190476,20.90190476190476,1.2104160021870873,1.0,0,True,8
260216-3,PMBTA-11,GOX,1.149812018947334,,1.149812018947334,,0.1395984672288981,,8.95166270843128,10.29272937171693,29.63333333333332,20.90190476190476,20.90190476190476,1.4177336310201845,1.0,0,True,9
260216-3,GOx with EtOH,GOX,1.1048769662874585,,1.0420489508900577,,0.09973398604437271,,8.95166270843128,9.890485936520127,19.713333333333324,20.90190476190476,20.90190476190476,0.9431357360914928,0.9431357360914928,0,False,10
260216-3,PMBTA-2,GOX,1.029888270424765,,1.029888270424765,,0.029450321041909637,,8.95166270843128,9.21921242421216,28.623333333333324,20.90190476190476,20.90190476190476,1.3694126759921625,1.0,0,True,11
260216-3,GOx,GOX,1.0,,1.0,,0.0,,8.95166270843128,8.95166270843128,20.90190476190476,20.90190476190476,20.90190476190476,1.0,1.0,0,True,12
260216-3,PMBTA-7,GOX,0.9900034463426063,,0.9900034463426063,,-0.01004685470541288,,8.95166270843128,8.862176931843557,27.04761904761904,20.90190476190476,20.90190476190476,1.2940265184307649,1.0,0,True,13
260216-3,GOx with DMSO,GOX,0.9885619744219655,,0.9885619744219655,,-0.011503942917453833,,8.95166270843128,8.849273361406306,21.869523809523805,20.90190476190476,20.90190476190476,1.0462933430537202,1.0,0,False,14
260216-3,PMBTA-8,GOX,0.9585997304862314,,0.9585997304862314,,-0.042281673410170216,,8.95166270843128,8.581061459705873,27.16571428571428,20.90190476190476,20.90190476190476,1.2996764933703921,1.0,0,True,15
260216-3,PMBTA-9,GOX,0.9542658336885992,,0.9542658336885992,,-0.04681299468481685,,8.95166270843128,8.54226587736032,28.48095238095237,20.90190476190476,20.90190476190476,1.3626008110447894,1.0,0,True,16
